ImageId,BuildingId,PolygonWKT_Pix,PolygonWKT_Geo
#AOI_2_Vegas_img2144,7,"POLYGON ((570.13 191.35 0,565.18 203.44 0,562.18 202.65 0,554.64 221.1 0,563.98 223.59 0,561.97 228.49 0,552.64 226.01 0,550.4 225.41 0,545.34 237.78 0,548.39 238.6 0,557.36 240.98 0,555.26 246.11 0,546.3 243.73 0,537.69 264.79 0,542.81 266.15 0,539.96 273.11 0,630.89 291.99 0,622.5 263.57 0,633.81 261.26 0,635.9 256.14 0,624.6 258.45 0,629.72 245.92 0,621.16 243.64 0,623.64 237.56 0,632.2 239.84 0,639.68 221.54 0,634.37 220.13 0,638.68 209.59 0,570.13 191.35 0))",1
AOI_2_Vegas_img2144,8,"POLYGON ((650.0 305.14 0,650.0 288.51 0,644.12 303.66 0,650.0 305.14 0))",1
AOI_2_Vegas_img2144,9,"POLYGON ((650.0 95.31 0,650 20 0,641.11 22.73 0,642.32 25.3 0,645.99 33.08 0,638.02 35.52 0,634.36 27.75 0,631.42 34.79 0,634.98 42.33 0,593.92 48.8 0,590.37 41.26 0,566.72 48.52 0,569.98 55.43 0,564.2 57.2 0,559.73 47.72 0,543.14 52.81 0,547.75 62.58 0,540.73 64.74 0,536.13 54.97 0,504.6 64.65 0,534.35 127.74 0,545.2 124.41 0,546.47 127.1 0,650.0 95.31 0))",1
#AOI_2_Vegas_img2144,10,"POLYGON ((593.74 0.0 0,588.47 0.0 0,593.58 0.75 0,593.74 0.0 0))",1
#AOI_2_Vegas_img2144,11,"POLYGON ((582.87 0.0 0,531.65 0.0 0,508.66 33.33 0,544.48 38.57 0,541.53 31.68 0,585.19 38.07 0,592.29 6.45 0,581.77 4.91 0,582.87 0.0 0))",1
AOI_2_Vegas_img2144,12,"POLYGON ((463.91 650.0 0,483.19 650.0 0,483.13 631.91 0,463.85 631.95 0,463.91 650.0 0))",1
AOI_2_Vegas_img2144,13,"POLYGON ((463.85 623.21 0,481.01 623.15 0,480.75 568.17 0,463.59 568.23 0,463.85 623.21 0))",1
#AOI_2_Vegas_img2144,14,"POLYGON ((502.14 332.92 0,482.86 332.92 0,482.86 367.47 0,502.14 367.47 0,502.14 332.92 0))",1
AOI_2_Vegas_img2144,15,"POLYGON ((483.39 249.41 0,482.86 304.82 0,501.87 304.94 0,502.39 249.53 0,483.39 249.41 0))",1
#AOI_2_Vegas_img2144,16,"POLYGON ((539.7 157.67 0,643.48 126.34 0,636.62 131.53 0,532.83 142.85 0,539.7 157.67 0))",1
AOI_2_Vegas_img2144,17,"POLYGON ((441.89 129.22 0,441.5 87.89 0,421.47 88.02 0,421.87 129.34 0,441.89 129.22 0))",1
AOI_2_Vegas_img2144,18,"POLYGON ((481.82 72.81 0,499.2 72.81 0,499.2 54.52 0,481.82 54.52 0,481.82 72.81 0))",1
AOI_2_Vegas_img2144,19,"POLYGON ((441.1 21.13 0,440.53 0.0 0,420.71 0.0 0,421.3 21.48 0,441.1 21.13 0))",1
AOI_2_Vegas_img2144,20,"POLYGON ((286.8 530.57 0,234.38 536.55 0,235.86 548.2 0,230.39 548.65 0,232.83 567.88 0,223.89 566.97 0,224.54 572.06 0,233.48 572.98 0,235.14 586.06 0,225.49 585.2 0,226.1 590.02 0,235.75 590.87 0,238.45 632.18 0,225.57 631.59 0,227.8 629.2 0,222.4 629.65 0,220.68 629.79 0,223.24 650.0 0,223.77 650.0 0,233.87 649.17 0,233.98 650.0 0,307.15 650.0 0,306.95 648.35 0,296.01 649.26 0,295.35 644.09 0,306.29 643.18 0,303.72 622.93 0,297.58 623.44 0,295.9 630.22 0,302.04 609.71 0,298.91 584.96 0,288.45 585.83 0,287.72 580.08 0,298.18 579.21 0,296.67 567.36 0,286.08 568.24 0,285.35 562.49 0,295.94 561.61 0,293.47 542.12 0,288.32 542.55 0,286.8 530.57 0))",1
AOI_2_Vegas_img2144,21,"POLYGON ((304.93 358.69 0,233.33 353.5 0,232.17 363.98 0,225.73 363.51 0,223.43 384.21 0,235.33 385.07 0,234.74 390.38 0,222.84 389.51 0,221.48 401.74 0,234.07 402.65 0,233.37 408.97 0,220.78 408.06 0,238.56 427.97 0,225.19 428.45 0,223.36 444.96 0,236.73 444.48 0,232.47 482.72 0,223.54 483.52 0,222.9 489.24 0,231.84 488.44 0,209.39 530.41 0,236.03 530.89 0,235.04 539.74 0,292.04 525.32 0,295.24 496.56 0,285.7 495.87 0,286.55 488.22 0,296.09 488.91 0,297.35 477.61 0,287.25 476.88 0,288.05 469.69 0,298.15 470.42 0,300.22 451.76 0,294.87 451.38 0,296.66 435.29 0,302.01 435.68 0,304.4 434.21 0,294.49 433.5 0,295.31 406.12 0,305.22 406.83 0,306.34 396.78 0,296.65 396.08 0,297.35 389.74 0,307.04 390.44 0,309.17 371.34 0,303.57 370.93 0,304.93 358.69 0))",1
AOI_2_Vegas_img2144,22,"POLYGON ((284.74 244.04 0,275.24 245.55 0,233.88 255.29 0,236.73 267.0 0,232.08 267.74 0,236.9 287.49 0,227.66 285.79 0,228.99 291.25 0,238.23 292.96 0,221.04 304.51 0,231.11 302.91 0,232.56 308.86 0,222.49 330.46 0,227.35 330.4 0,232.58 329.57 0,234.89 339.02 0,305.55 327.81 0,303.0 337.33 0,308.15 336.51 0,303.32 296.7 0,294.19 298.15 0,292.77 292.34 0,301.91 290.89 0,299.72 281.91 0,290.13 283.43 0,288.23 275.6 0,297.81 274.08 0,292.91 253.96 0,287.37 254.84 0,284.74 244.04 0))",1
AOI_2_Vegas_img2144,23,"POLYGON ((82.68 600.29 0,33.36 635.01 0,37.98 629.19 0,32.92 630.26 0,39.1 649.22 0,28.99 647.12 0,29.92 650.0 0,93.18 650.0 0,102.82 647.95 0,99.56 637.95 0,91.09 639.75 0,89.4 634.58 0,97.88 632.78 0,91.4 632.91 0,87.09 633.83 0,82.68 600.29 0))",1
AOI_2_Vegas_img2144,24,"POLYGON ((3.38 502.88 0,0.0 502.5 0,0.0 568.71 0,41.69 573.38 0,42.08 571.13 0,57.87 572.9 0,60.11 560.92 0,68.7 561.95 0,74.08 532.72 0,65.5 531.69 0,68.35 536.2 0,54.04 534.59 0,54.83 509.97 0,31.92 507.4 0,30.75 534.17 0,20.97 533.08 0,22.14 506.3 0,22.68 503.14 0,9.97 501.71 0,8.26 531.6 0,2.0 530.89 0,3.38 502.88 0))",1
AOI_2_Vegas_img2144,25,"POLYGON ((33.64 484.87 0,33.94 482.64 0,34.94 475.43 0,43.18 476.17 0,42.18 483.38 0,83.36 487.08 0,86.18 466.63 0,94.9 467.42 0,98.17 443.7 0,90.25 442.99 0,92.4 427.4 0,77.07 426.02 0,77.56 422.48 0,52.34 420.21 0,51.44 426.78 0,43.64 426.08 0,44.54 439.51 0,44.89 437.0 0,31.29 435.78 0,30.05 424.79 0,23.5 424.2 0,24.74 435.2 0,36.58 434.46 0,0.0 432.98 0,0.0 479.59 0,1.13 479.7 0,2.09 472.72 0,20.59 474.38 0,39.62 481.36 0,39.32 483.58 0,33.64 484.87 0))",1
AOI_2_Vegas_img2144,26,"POLYGON ((30.89 347.35 0,98.92 355.59 0,101.21 339.6 0,33.18 331.36 0,30.89 347.35 0))",1
AOI_2_Vegas_img2144,27,"POLYGON ((135.54 278.87 0,135.75 278.49 0,133.64 351.52 0,133.42 351.89 0,135.54 278.87 0))",1
AOI_2_Vegas_img2144,28,"POLYGON ((174.97 252.72 0,172.16 325.47 0,191.15 325.95 0,193.97 253.2 0,174.97 252.72 0))",1
AOI_2_Vegas_img2144,29,"POLYGON ((28.49 380.02 0,26.52 395.75 0,75.11 399.73 0,77.08 384.0 0,28.49 380.02 0))",1
AOI_2_Vegas_img2144,30,"POLYGON ((128.95 650.0 0,148.18 650.0 0,138.64 587.45 0,139.7 589.33 0,128.95 650.0 0))",1
AOI_2_Vegas_img2144,31,"POLYGON ((180.61 639.45 0,199.65 637.28 0,186.98 544.82 0,167.94 546.99 0,180.61 639.45 0))",1
AOI_2_Vegas_img2144,32,"POLYGON ((135.54 485.33 0,146.11 433.16 0,126.41 431.28 0,135.85 483.45 0,135.54 485.33 0))",1
AOI_2_Vegas_img2144,33,"POLYGON ((166.88 531.08 0,186.93 533.01 0,205.26 409.46 0,185.21 407.52 0,166.88 531.08 0))",1
AOI_2_Vegas_img2144,34,"POLYGON ((4.84 0.0 0,0 0 0,0.0 36.14 0,4.96 36.12 0,4.84 0.0 0))",1
AOI_2_Vegas_img2144,35,"POLYGON ((31.76 40.06 0,0.0 40.06 0,0.0 59.24 0,31.76 59.24 0,31.76 40.06 0))",1
AOI_2_Vegas_img2144,36,"POLYGON ((132.91 40.27 0,47.34 39.85 0,47.2 58.39 0,132.77 58.82 0,132.91 40.27 0))",1
AOI_2_Vegas_img2144,37,"POLYGON ((29.65 36.4 0,138.12 35.13 0,137.78 0.0 0,29.28 0.0 0,29.65 36.4 0))",1
AOI_2_Vegas_img2144,38,"POLYGON ((178.59 36.62 0,202.36 36.39 0,202.12 0.0 0,178.35 0.0 0,178.59 36.62 0))",1
AOI_2_Vegas_img2144,39,"POLYGON ((263.96 140.42 0,304.36 140.55 0,304.5 131.91 0,294.84 131.88 0,294.94 91.46 0,299.5 91.47 0,299.62 67.85 0,291.25 67.83 0,291.41 34.08 0,301.22 34.12 0,301.32 34.22 0,292.96 34.19 0,293.03 0.0 0,220.63 0.0 0,220.55 37.47 0,231.32 37.44 0,231.24 33.59 0,222.69 33.63 0,222.52 68.26 0,231.08 68.22 0,230.98 88.29 0,220.77 88.32 0,220.66 131.95 0,230.86 131.92 0,207.64 131.91 0,207.5 140.24 0,231.67 140.32 0,250.33 140.38 0,250.43 120.3 0,264.06 120.35 0,263.96 140.42 0))",1
AOI_2_Vegas_img2144,40,"POLYGON ((0.0 248.37 0,0.0 306.27 0,8.68 306.5 0,8.49 331.28 0,32.95 331.92 0,33.3 303.14 0,40.43 303.33 0,40.08 332.1 0,55.59 332.51 0,55.95 303.73 0,62.54 303.9 0,62.19 332.68 0,88.03 333.35 0,88.21 308.71 0,100.07 309.02 0,101.36 276.81 0,102.36 251.82 0,90.18 251.51 0,90.36 246.95 0,64.85 246.28 0,64.51 254.79 0,57.91 254.62 0,58.26 246.11 0,58.34 243.88 0,42.83 243.48 0,42.75 245.53 0,42.41 253.84 0,35.28 253.65 0,35.61 245.35 0,31.16 244.71 0,31.0 248.66 0,0.0 248.37 0))",1
AOI_2_Vegas_img2144,41,"POLYGON ((0.0 74.75 0,0.0 131.28 0,32.34 131.01 0,32.58 138.05 0,33.58 137.59 0,33.28 128.66 0,45.37 128.4 0,45.67 137.33 0,72.97 136.74 0,72.78 131.11 0,109.11 130.32 0,109.3 135.95 0,133.25 135.43 0,132.86 123.75 0,143.91 123.51 0,144.3 135.19 0,165.98 134.72 0,165.69 126.28 0,190.48 125.75 0,188.73 73.19 0,163.94 73.73 0,163.54 61.65 0,141.87 62.12 0,142.32 75.74 0,131.27 75.98 0,130.82 62.36 0,108.36 62.85 0,108.71 73.21 0,66.72 74.12 0,66.38 63.76 0,45.76 64.21 0,46.17 76.38 0,33.5 76.66 0,33.09 64.48 0,30.89 64.97 0,31.21 74.5 0,0.0 74.75 0))",1
AOI_2_Vegas_img225,1,"POLYGON ((642.97 547.62 0,642.92 553.92 0,627.47 554.01 0,627.53 559.76 0,630.83 559.76 0,630.83 593.67 0,650.0 593.67 0,650.0 547.62 0,642.97 547.62 0))",1
AOI_2_Vegas_img225,2,"POLYGON ((600.44 604.19 0,600.6 563.86 0,564.36 563.44 0,564.45 551.57 0,533.1 551.4 0,532.68 603.84 0,566.88 604.02 0,570.92 607.69 0,580.25 607.98 0,583.24 604.1 0,600.44 604.19 0))",1
#AOI_2_Vegas_img225,3,"POLYGON ((532.36 558.01 0,481.55 557.9 0,481.46 574.33 0,450.0 574.22 0,449.81 609.42 0,465.04 609.47 0,465.27 609.56 0,469.88 635.69 0,481.4 635.79 0,485.1 609.54 0,532.08 609.63 0,532.36 558.01 0))",1
AOI_2_Vegas_img225,4,"POLYGON ((437.63 609.82 0,436.2 564.15 0,357.03 565.37 0,358.46 631.03 0,437.63 609.82 0))",1
AOI_2_Vegas_img225,5,"POLYGON ((220.13 557.09 0,187.86 557.19 0,188.11 609.87 0,221.61 609.77 0,225.94 633.17 0,237.56 633.03 0,240.47 609.71 0,256.24 609.66 0,256.06 572.04 0,235.56 572.1 0,235.53 566.81 0,220.18 566.86 0,220.13 557.09 0))",1
#AOI_2_Vegas_img225,6,"POLYGON ((53.25 560.32 0,22.06 560.62 0,22.82 630.77 0,53.14 630.47 0,58.23 634.47 0,69.85 634.32 0,73.4 630.27 0,89.4 630.11 0,88.86 574.51 0,68.77 574.7 0,68.7 570.13 0,53.4 570.28 0,53.25 560.32 0))",1
AOI_2_Vegas_img225,7,"POLYGON ((160.4 605.5 0,170.66 605.43 0,170.31 571.56 0,170.17 558.61 0,140.62 558.81 0,140.7 565.96 0,125.12 566.06 0,125.19 572.62 0,108.52 572.74 0,108.87 605.85 0,142.34 605.62 0,142.86 639.67 0,160.91 639.25 0,160.4 605.5 0))",1
AOI_2_Vegas_img225,8,"POLYGON ((0.0 566.26 0,0.0 608.28 0,3.36 608.28 0,3.36 566.26 0,0.0 566.26 0))",1
AOI_2_Vegas_img225,9,"POLYGON ((344.23 563.68 0,344.22 561.08 0,279.96 561.3 0,279.98 563.9 0,280.13 593.08 0,287.63 593.06 0,287.7 605.46 0,287.77 639.58 0,320.26 639.47 0,320.18 605.35 0,344.45 605.27 0,344.23 563.68 0))",1
AOI_2_Vegas_img225,10,"POLYGON ((46.7 409.18 0,36.22 409.39 0,32.15 433.2 0,35.3 433.59 0,36.61 450.5 0,51.92 449.68 0,52.44 464.21 0,82.91 463.5 0,81.08 432.07 0,50.46 432.78 0,46.7 409.18 0))",1
AOI_2_Vegas_img225,11,"POLYGON ((152.03 431.47 0,141.55 431.69 0,137.66 435.32 0,107.99 435.52 0,108.52 466.5 0,125.22 466.39 0,125.14 459.07 0,152.46 458.89 0,152.39 452.12 0,171.76 451.99 0,171.38 435.09 0,155.92 435.2 0,152.03 431.47 0))",1
AOI_2_Vegas_img225,12,"POLYGON ((232.44 434.04 0,206.21 433.99 0,203.78 435.75 0,186.89 436.18 0,188.18 449.41 0,203.26 449.02 0,203.26 448.94 0,209.86 448.78 0,230.58 467.18 0,253.44 466.09 0,251.43 434.53 0,233.62 435.5 0,232.44 434.04 0))",1
AOI_2_Vegas_img225,13,"POLYGON ((376.97 430.05 0,366.5 430.26 0,362.39 434.11 0,345.93 434.38 0,347.05 458.02 0,378.41 457.5 0,378.62 465.58 0,431.08 465.04 0,409.75 433.31 0,380.89 433.8 0,376.97 430.05 0))",1
AOI_2_Vegas_img225,14,"POLYGON ((474.81 433.82 0,467.77 433.9 0,464.58 436.57 0,430.43 437.16 0,431.78 468.12 0,466.51 467.52 0,466.22 456.44 0,474.91 456.29 0,474.75 450.24 0,493.12 449.92 0,492.23 436.09 0,477.49 436.34 0,474.81 433.82 0))",1
AOI_2_Vegas_img225,15,"POLYGON ((320.24 422.85 0,338.03 420.63 0,331.8 420.58 0,309.62 423.09 0,272.93 423.73 0,274.25 473.77 0,308.98 473.17 0,308.69 462.09 0,338.84 461.92 0,338.68 456.09 0,335.6 455.8 0,334.72 422.5 0,320.24 422.85 0))",1
AOI_2_Vegas_img225,16,"POLYGON ((294.31 435.69 0,333.45 435.69 0,333.45 405.45 0,294.31 405.45 0,294.31 435.69 0))",1
#AOI_2_Vegas_img225,17,"POLYGON ((572.99 434.61 0,557.4 434.87 0,557.53 420.1 0,550.61 420.22 0,550.82 428.38 0,529.37 428.74 0,529.16 420.57 0,539.66 420.73 0,539.53 435.5 0,509.17 435.68 0,530.16 454.17 0,541.04 453.66 0,541.14 457.51 0,541.62 457.5 0,541.83 465.58 0,574.28 465.04 0,572.99 434.61 0))",1
AOI_2_Vegas_img225,18,"POLYGON ((644.5 431.22 0,637.45 431.29 0,635.12 433.25 0,599.02 433.88 0,600.9 464.01 0,635.07 463.41 0,634.78 452.77 0,645.07 452.59 0,644.92 446.72 0,650.0 446.63 0,650.0 432.99 0,646.44 433.05 0,644.5 431.22 0))",1
AOI_2_Vegas_img225,19,"POLYGON ((408.21 290.71 0,377.02 291.1 0,377.21 301.14 0,362.47 301.33 0,362.6 307.83 0,342.03 308.08 0,342.73 344.42 0,348.13 344.36 0,348.46 361.92 0,409.57 361.15 0,408.21 290.71 0))",1
AOI_2_Vegas_img225,20,"POLYGON ((335.14 309.48 0,269.52 309.67 0,269.66 341.45 0,274.17 341.44 0,274.22 353.92 0,335.33 353.75 0,335.14 309.48 0))",1
AOI_2_Vegas_img225,21,"POLYGON ((244.22 330.83 0,232.54 337.91 0,238.47 334.41 0,229.03 303.97 0,238.4 298.45 0,221.05 279.27 0,170.08 309.35 0,208.55 351.88 0,244.22 330.83 0))",1
AOI_2_Vegas_img225,22,"POLYGON ((188.21 220.62 0,144.52 222.83 0,148.71 276.69 0,232.11 273.48 0,230.06 247.05 0,197.93 247.66 0,197.9 247.24 0,197.04 236.16 0,189.45 236.54 0,188.21 220.62 0))",1
AOI_2_Vegas_img225,23,"POLYGON ((285.65 135.45 0,277.99 135.59 0,276.16 137.82 0,261.22 137.98 0,261.81 172.57 0,276.46 172.41 0,276.55 177.43 0,289.88 177.28 0,290.06 188.05 0,323.99 187.68 0,323.13 137.3 0,287.4 137.69 0,285.65 135.45 0))",1
AOI_2_Vegas_img225,24,"POLYGON ((365.54 152.12 0,357.88 152.26 0,355.96 154.59 0,339.6 155.24 0,341.69 189.81 0,357.04 189.2 0,357.43 195.7 0,373.41 195.07 0,374.09 206.22 0,405.71 204.97 0,402.54 152.75 0,367.12 154.15 0,365.54 152.12 0))",1
#AOI_2_Vegas_img225,25,"POLYGON ((535.53 151.28 0,527.87 151.42 0,526.2 153.45 0,509.67 154.1 0,531.77 188.67 0,527.11 188.07 0,527.44 193.42 0,543.42 192.79 0,543.49 193.93 0,544.16 205.09 0,575.78 203.84 0,572.61 151.61 0,536.89 153.02 0,535.53 151.28 0))",1
AOI_2_Vegas_img225,26,"POLYGON ((258.06 196.75 0,222.63 155.62 0,172.01 184.06 0,197.53 233.68 0,222.93 199.41 0,223.59 199.04 0,233.5 230.55 0,258.06 196.75 0))",1
AOI_2_Vegas_img225,27,"POLYGON ((183.98 407.41 0,197.98 407.41 0,197.98 398.67 0,183.98 398.67 0,183.98 407.41 0))",1
AOI_2_Vegas_img225,28,"POLYGON ((39.98 243.05 0,0.0 220.58 0,0.0 287.42 0,1.18 288.08 0,39.98 243.05 0))",1
AOI_2_Vegas_img225,29,"POLYGON ((0.0 303.03 0,0.0 322.39 0,31.66 330.45 0,0.0 303.03 0))",1
AOI_2_Vegas_img225,30,"POLYGON ((83.3 191.26 0,69.69 184.78 0,72.86 180.67 0,58.81 173.61 0,62.22 169.18 0,30.93 153.45 0,0.0 193.58 0,0.0 200.18 0,41.67 221.13 0,55.94 202.62 0,70.09 209.36 0,83.3 191.26 0))",1
AOI_2_Vegas_img225,31,"POLYGON ((130.07 125.0 0,73.21 100.86 0,58.12 124.06 0,73.6 130.63 0,58.25 154.21 0,99.62 171.78 0,130.07 125.0 0))",1
AOI_2_Vegas_img225,32,"POLYGON ((132.15 40.54 0,91.94 33.17 0,88.1 46.86 0,81.92 45.73 0,78.38 58.37 0,65.91 56.08 0,59.4 79.28 0,77.8 82.65 0,138.25 90.06 0,139.6 85.24 0,132.38 87.58 0,137.74 68.49 0,124.96 66.15 0,132.15 40.54 0))",1
AOI_2_Vegas_img225,33,"POLYGON ((145.29 -0.0 0,92.95 -0.0 0,92.92 3.93 0,99.55 3.97 0,99.42 39.38 0,145.12 39.64 0,145.29 -0.0 0))",1
#AOI_2_Vegas_img225,34,"POLYGON ((564.79 24.58 0,543.47 24.37 0,543.42 27.48 0,526.4 27.31 0,526.43 25.32 0,506.7 25.42 0,506.38 69.1 0,564.12 69.98 0,564.34 54.87 0,569.97 54.88 0,570.04 39.3 0,564.57 39.28 0,564.79 24.58 0))",1
AOI_2_Vegas_img225,35,"POLYGON ((486.77 22.31 0,455.91 22.04 0,455.69 39.45 0,422.23 39.17 0,421.77 74.73 0,486.08 75.28 0,486.77 22.31 0))",1
AOI_2_Vegas_img225,36,"POLYGON ((283.98 38.13 0,278.51 26.22 0,266.75 21.03 0,262.82 26.83 0,243.45 38.28 0,222.09 49.85 0,227.38 52.19 0,220.07 60.94 0,239.99 71.81 0,248.57 61.54 0,295.68 83.55 0,326.85 37.05 0,283.98 38.13 0))",1
AOI_2_Vegas_img225,37,"POLYGON ((259.28 -0.0 0,256.32 -0.0 0,259.15 0.48 0,259.28 -0.0 0))",1
AOI_2_Vegas_img225,38,"POLYGON ((632.02 64.46 0,643.2 64.17 0,642.94 45.46 0,647.71 45.42 0,647.32 37.44 0,642.55 37.49 0,636.33 37.72 0,636.35 24.26 0,598.48 24.53 0,598.64 31.14 0,583.94 31.27 0,584.41 64.71 0,600.15 64.57 0,602.48 67.14 0,609.3 67.14 0,632.02 64.46 0))",1
AOI_2_Vegas_img225,39,"POLYGON ((401.11 45.78 0,397.23 45.54 0,368.31 43.75 0,367.85 48.57 0,352.47 47.98 0,352.11 54.13 0,334.61 53.05 0,331.46 86.29 0,393.01 90.09 0,394.54 73.96 0,398.42 74.2 0,401.11 45.78 0))",1
AOI_2_Vegas_img225,40,"POLYGON ((472.61 144.21 0,462.18 144.42 0,457.77 148.37 0,426.31 148.57 0,426.81 199.55 0,431.56 199.52 0,431.62 205.24 0,457.83 205.08 0,457.77 199.35 0,457.68 190.34 0,473.61 190.24 0,473.56 184.56 0,493.06 184.44 0,492.7 148.15 0,476.2 148.25 0,472.61 144.21 0))",1
AOI_2_Vegas_img225,41,"POLYGON ((632.73 141.36 0,622.3 141.57 0,638.11 145.32 0,587.1 145.51 0,587.6 196.49 0,587.67 203.54 0,638.63 203.35 0,638.47 187.29 0,634.4 187.17 0,650.0 187.07 0,650.0 145.11 0,636.15 145.2 0,632.73 141.36 0))",1
AOI_2_Vegas_img225,42,"POLYGON ((607.56 544.07 0,624.4 544.34 0,624.56 537.59 0,607.72 537.32 0,607.56 544.07 0))",1
AOI_2_Vegas_img225,43,"POLYGON ((639.47 331.26 0,650.0 330.99 0,650.0 287.04 0,594.19 288.51 0,595.96 332.41 0,623.59 331.68 0,625.94 334.33 0,636.85 333.97 0,639.47 331.26 0))",1
#AOI_2_Vegas_img225,44,"POLYGON ((541.04 340.78 0,572.82 340.7 0,572.61 288.62 0,539.23 288.71 0,539.27 298.22 0,525.32 298.26 0,525.34 304.32 0,505.77 304.37 0,505.92 340.88 0,524.02 340.83 0,527.42 345.37 0,538.25 345.16 0,541.04 340.78 0))",1
AOI_2_Vegas_img225,45,"POLYGON ((460.9 292.56 0,430.09 293.04 0,431.32 344.52 0,460.06 344.07 0,464.79 348.56 0,471.75 348.37 0,474.73 343.84 0,495.75 343.51 0,494.89 307.49 0,461.27 308.01 0,460.9 292.56 0))",1
AOI_2_Vegas_img225,46,"POLYGON ((184.43 107.1 0,198.1 133.72 0,225.67 107.04 0,238.77 89.41 0,195.04 68.22 0,181.94 85.84 0,184.43 107.1 0))",1
AOI_2_Vegas_img246,-1,POLYGON EMPTY,POLYGON EMPTY
AOI_2_Vegas_img5874,-1,POLYGON EMPTY,POLYGON EMPTY
AOI_2_Vegas_img1265,1,"POLYGON ((639.12 600.2 0,631.24 600.7 0,631.68 636.64 0,602.92 636.79 0,603.83 650.0 0,643.7 650.0 0,642.78 636.61 0,639.57 636.67 0,639.45 632.1 0,645.55 631.99 0,645.32 603.65 0,639.22 603.76 0,639.12 600.2 0))",1
#AOI_2_Vegas_img1265,2,"POLYGON ((572.32 600.23 0,549.39 600.41 0,549.43 604.19 0,549.88 641.16 0,553.35 641.14 0,553.46 650.0 0,593.26 650.0 0,592.71 603.85 0,572.36 604.01 0,572.32 600.23 0))",1
#AOI_2_Vegas_img1265,3,"POLYGON ((536.67 599.44 0,505.21 599.66 0,505.75 650.0 0,537.21 650.0 0,536.82 633.33 0,539.64 633.31 0,539.53 603.19 0,536.71 603.21 0,536.67 599.44 0))",1
